Organisation,Environment,Application,Status,vCore Usage,Last Updated,Mule Message in last 30 days
Safelite US,na-prod,bel-na-sfl-mrmapiproxyv2-exp-v1-prd,STARTED,0.2,2023-01-28 12:30:54.324000,2770506
Customer,na-uat,bel-na-sfl-subscriber-punches-prc-v2-uat,STARTED,0.1,2023-02-16 10:44:28.567000,7061
Safelite US,na-prod,bel-na-sfl-mrmapi-prc-v1-prd,STARTED,0.30000000000000004,2023-01-28 12:41:26.026000,3254490
Customer,na-uat,bel-na-sfl-qa-techvan-prc-v1-uat,STARTED,0.1,2023-02-16 14:24:34.654000,0
Safelite US,na-prod,bel-na-sfl-connectivity-v1-prd,STARTED,0.1,2023-01-28 12:48:53.475000,31570
Customer,na-uat,bel-na-sfl-qa-milestones-prc-v1-uat,STARTED,0.1,2023-02-16 17:19:21.442000,1718
Safelite US,na-prod,bel-na-sfl-cn-exp-v1-prd,STARTED,0.1,2023-01-28 12:59:57.133000,6051
Customer,na-uat,bel-na-gbl-sfdc-eventbus-sys-v1-uat,UNDEPLOYED,0.1,2023-02-16 08:34:39.474000,0
Customer,na-uat,bel-na-sfl-qa-sfscheduling-exp-v1-uat,STARTED,0.1,2023-02-16 08:41:59.806000,2
Safelite US,na-prod,bel-na-sfl-vehicle-sys-v1-prd,UNDEPLOYED,0.1,2023-01-28 13:00:47.941000,0
Customer,na-uat,bel-na-gbl-subscriber-location-prc-v1-uat,UNDEPLOYED,0.1,2023-02-16 08:59:29.905000,0
Safelite US,na-prod,bel-na-sfl-vehicle-exp-v1-prd,UNDEPLOYED,0.1,2023-01-17 15:22:28.168000,0
Customer,na-uat,bel-na-gbl-subscriber-products-prc-v1-uat,UNDEPLOYED,0.1,2023-02-16 09:38:50.428000,0
Customer,na-uat,bel-na-sfl-qa-service-tracker-sys-v1-uat,STARTED,0.1,2023-02-16 17:31:43.873000,3
Customer,na-uat,bel-na-gbl-documents-exp-v1-uat,STARTED,0.1,2023-02-16 12:14:43.048000,0
Customer,na-uat,bel-na-sfl-qa-service-tracker-prc-v1-uat,STARTED,0.1,2023-02-16 17:28:41.514000,0
Customer,na-uat,bel-na-sfl-qa-esl-updates-sys-v1-uat,STARTED,0.1,2023-02-16 15:28:23.475000,0
Customer,na-uat,bel-na-sfl-qa-gqi-prc-v1-uat,STARTED,0.1,2023-02-16 15:38:55.281000,6778
